# Filename : LM_Channel_0550_vel_fluc_prof.dat 
# 
# Description : Variance and covariance of velocity components 
# 
# Total number of data points  : 192
# 
# 
# 
# 
# The data in this file was extracted from a direct numerical simulation 
# of fully developed plane turbulent channel flow. The file is available at 
# http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
# 
# When publishing results using this data, the following paper should be 
# cited as the source:  
# 
#    Myoungkyu Lee and Robert D. Moser,  
#    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
#    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
# 
# The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
# 
# NOTE: before publication, please check 
# http://turbulence.ices.utexas.edu for any updates to the data and an 
# updated citation 
# 
# 
# Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mk@ices.utexas.edu) for questions.
# 
# 
# The parameters defining the simulation from which this data were extracted are: 
# 
#  Grid (streamwise)       nx = 1536 
#  Grid (wall-normal)      ny = 384 
#  Grid (spanwise)         nz = 1024 
#  Streamwise domain size  Lx = 8pi 
#  Spanwise domain size    Lz = 3pi 
#  B-Spline order           n = 7 
#  Kinematic Viscosity     nu = 1.00000e-04 
#  Channel half width   delta = 1.000 
#  Avg streamwise vel  U_mean = 1.000 
#  Friction vel         u_tau = 5.43496e-02 
#  Re_tau              Re_tau =  543.496 
# 
# 
# All data are normalized by u_tau and nu (signified with a ^+) except 
# for y/delta 
# 
# This file was last updated on 6/15/2015.
# 
# 
# 
# Remark: 
# 
#      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
#      y^+     : Grid point in wall-normal direction 
#      u'u'    : Variance of u 
#      v'v'    : Variance of v 
#      w'w'    : Variance of w 
#      u'v'    : Covariance of u and v 
#      u'w'    : Covariance of u and w 
#      v'w'    : Covariance of v and w 
#       k      : Turbulent kinetic energy, k = 0.5*(u'u' + v'v' + w'w')
# 
# *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_0550_vel_fluc_stdev.dat 
# 
# **  Data at y/delta = 1.0 is not computed due to code performance optimization 
# 
# *** u'w' and v'w' should be zero due to (statistical) symmetries in the flow. 
#     These are reported here none-the-less as an indicator of the quality of the statistics.  
# 
# -----------End of header--------- 
# 
#         y/delta                    y^+                    u'u'                     v'v'                     w'w'                     u'v'                     u'w'                     v'w'                       k            
#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    3.915985756308362e-01    2.128322783460876e+02    2.144499485132495e+00    8.359424468638096e-01    1.145686637791420e+00   -5.928617519282797e-01    3.276543588410480e-03    7.917602915842434e-04    2.063064284893863e+00
    3.982315877283539e-01    2.164372942089203e+02    2.120623012436671e+00    8.286293212127513e-01    1.133642600454395e+00   -5.863708809825092e-01    3.232575552396489e-03    7.913175384476874e-04    2.041447467051909e+00
    4.049063870881573e-01    2.200650212836714e+02    2.096666885391408e+00    8.213094753750181e-01    1.121517041053561e+00   -5.798526578440795e-01    3.078189793193780e-03    8.051532058564086e-04    2.019746700909994e+00
    4.116225102070353e-01    2.237152076581774e+02    2.072629307052519e+00    8.139850940539015e-01    1.109370496375586e+00   -5.732846131453052e-01    2.821286732874066e-03    8.306231926955367e-04    1.997992448741003e+00
    4.183794907122229e-01    2.273875998606835e+02    2.048568203700489e+00    8.066493586493493e-01    1.097300471823407e+00   -5.666540663875815e-01    2.479792697400929e-03    8.611574144516621e-04    1.976259017086623e+00
    4.251768593937867e-01    2.310819428774451e+02    2.024552962966436e+00    7.992922684075265e-01    1.085334584858087e+00   -5.599663192259855e-01    2.090925688418597e-03    8.936367602017124e-04    1.954589908116025e+00
    4.320141442372072e-01    2.347979801704361e+02    2.000624869448192e+00    7.919054842443038e-01    1.073405713068941e+00   -5.532308792453625e-01    1.692150156639352e-03    9.266278263664990e-04    1.932968033380719e+00
    4.388908704561558e-01    2.385354536951633e+02    1.976798256638933e+00    7.844814551477538e-01    1.061445481755592e+00   -5.464539557530615e-01    1.302556654756118e-03    9.582080414625533e-04    1.911362596771140e+00
    4.458065605254647e-01    2.422941039185849e+02    1.953078152711191e+00    7.770172473608902e-01    1.049411624359545e+00   -5.396442840439849e-01    9.338608228611497e-04    9.860928947568277e-04    1.889753512215813e+00
    4.527607342142861e-01    2.460736698371329e+02    1.929450342979529e+00    7.695185019242484e-01    1.037272529166949e+00   -5.328104999771144e-01    5.982783337720404e-04    1.004353181522820e-03    1.868120687035363e+00
    4.597529086194397e-01    2.498738889948373e+02    1.905866285483250e+00    7.619974032483191e-01    1.025025218813217e+00   -5.259539044630346e-01    3.015608753919379e-04    1.008938223312650e-03    1.846444453772393e+00
    4.667825981989466e-01    2.536944975015512e+02    1.882270628766858e+00    7.544684636337980e-01    1.012679977135046e+00   -5.190724525410351e-01    3.829302583392242e-05    1.007167628523757e-03    1.824709534767851e+00
    4.738493148057453e-01    2.575352300512757e+02    1.858624164681115e+00    7.469432301602043e-01    1.000238542707521e+00   -5.121638709083653e-01   -1.987982929480671e-04    1.009183340209550e-03    1.802902968774420e+00
    4.809525677215887e-01    2.613958199405827e+02    1.834921788319819e+00    7.394255268345085e-01    9.877080317507931e-01   -5.052288686304431e-01   -4.154316352530151e-04    1.021955560920661e-03    1.781027673452560e+00
    4.880918636911202e-01    2.652759990871352e+02    1.811178762921954e+00    7.319113534664983e-01    9.751114867444488e-01   -4.982697310384496e-01   -6.126997561864741e-04    1.044514574356448e-03    1.759100801566451e+00
    4.952667069561264e-01    2.691754980483033e+02    1.787422026123670e+00    7.243952271120809e-01    9.624577358209988e-01   -4.912853363771041e-01   -7.965210872697798e-04    1.069178752991843e-03    1.737137494528375e+00
    5.024765992899614e-01    2.730940460398738e+02    1.763653383883578e+00    7.168748571814784e-01    9.497425040480693e-01   -4.842730719414552e-01   -9.798524408271001e-04    1.089326653966478e-03    1.715135372556563e+00
    5.097210400321457e-01    2.770313709548547e+02    1.739834944674829e+00    7.093527059095368e-01    9.369610393812894e-01   -4.772296451309827e-01   -1.176169302040938e-03    1.104699162206473e-03    1.693074344982827e+00
    5.169995261231315e-01    2.809871993823696e+02    1.715938345156010e+00    7.018337438746109e-01    9.241220233608362e-01   -4.701510336702859e-01   -1.389570430355131e-03    1.117989505163132e-03    1.670947056195728e+00
    5.243115521392352e-01    2.849612566266439e+02    1.691977096535080e+00    6.943197325201061e-01    9.112496724090133e-01   -4.630366938999104e-01   -1.609672249804228e-03    1.128732240428036e-03    1.648773250732100e+00
    5.316566103277359e-01    2.889532667260802e+02    1.667938181259629e+00    6.868098479266946e-01    8.983740861844930e-01   -4.558894982397490e-01   -1.822874978455938e-03    1.136537512507390e-03    1.626561057685408e+00
    5.390341906421325e-01    2.929629524724209e+02    1.643782573989309e+00    6.793051472702020e-01    8.855064152481185e-01   -4.487078913388508e-01   -2.020294531973273e-03    1.138446462462389e-03    1.604297068253815e+00
    5.464437807775626e-01    2.969900354299977e+02    1.619512563228791e+00    6.718053740885006e-01    8.726454572183032e-01   -4.414860743109425e-01   -2.194235813367865e-03    1.130723408960173e-03    1.581981697267797e+00
    5.538848662063773e-01    3.010342359550667e+02    1.595155406360770e+00    6.643079970171576e-01    8.597940852652715e-01   -4.342232307515483e-01   -2.338191901618639e-03    1.110678684581583e-03    1.559628744321599e+00
    5.613569302138700e-01    3.050952732152269e+02    1.570765936775153e+00    6.568128469022383e-01    8.469487270777241e-01   -4.269252006001202e-01   -2.444235327984004e-03    1.078401237255221e-03    1.537263755377558e+00
    5.688594539341580e-01    3.091728652089213e+02    1.546417945908131e+00    6.493242258791471e-01    8.341091931903477e-01   -4.195993525302589e-01   -2.500084733279338e-03    1.039391699552205e-03    1.514925682488813e+00
    5.763919163862123e-01    3.132667287850197e+02    1.522148623205640e+00    6.418489508606093e-01    8.213008041971180e-01   -4.122479316803465e-01   -2.483552307258737e-03    1.004013761590964e-03    1.492649189131684e+00
    5.839537945100358e-01    3.173765796624805e+02    1.497940405890288e+00    6.343936990339857e-01    8.085446246856526e-01   -4.048663745992925e-01   -2.380390486922035e-03    9.809330595663837e-04    1.470439364804963e+00
    5.915445632029841e-01    3.215021324500916e+02    1.473779702969301e+00    6.269643909159210e-01    7.958365591692036e-01   -3.974483049802646e-01   -2.206272882788225e-03    9.690744417428227e-04    1.448290326527213e+00
    5.991636953562294e-01    3.256431006662881e+02    1.449675326376812e+00    6.195682849786960e-01    7.831744572325297e-01   -3.899898297815791e-01   -1.985530189801711e-03    9.590226310716156e-04    1.426209034294019e+00
    6.068106618913638e-01    3.297991967590462e+02    1.425633987705716e+00    6.122139896108098e-01    7.705624965437864e-01   -3.824919768159940e-01   -1.737141288021334e-03    9.463663885476059e-04    1.404205236930156e+00
    6.144849317971377e-01    3.339701321258501e+02    1.401670107879336e+00    6.049097077424200e-01    7.580137254527680e-01   -3.749597562246875e-01   -1.479016901421911e-03    9.324682462670186e-04    1.382296770537262e+00
    6.221859721663352e-01    3.381556171337339e+02    1.377818172445512e+00    5.976636361116358e-01    7.455361733688155e-01   -3.673980867902002e-01   -1.224261488880279e-03    9.228219958695841e-04    1.360508990962982e+00
    6.299132482327785e-01    3.423553611393932e+02    1.354109487064082e+00    5.904836527031992e-01    7.331477063251717e-01   -3.598045104860106e-01   -9.680653286660768e-04    9.215230604176866e-04    1.338870423046226e+00
    6.376662234084625e-01    3.465690725093676e+02    1.330562621468045e+00    5.833760921299103e-01    7.208704125326020e-01   -3.521721384170347e-01   -7.070356967783673e-04    9.248154299820683e-04    1.317404563065279e+00
    6.454443593208165e-01    3.507964586402928e+02    1.307182905881246e+00    5.763464985834673e-01    7.087058058480462e-01   -3.445023370692814e-01   -4.407266464683138e-04    9.279259117780989e-04    1.296117605156380e+00
    6.532471158500885e-01    3.550372259792177e+02    1.283972506354640e+00    5.693995544545610e-01    6.966481339248292e-01   -3.368065743985001e-01   -1.751381642138054e-04    9.303388361683156e-04    1.275010097367015e+00
    6.610739511668524e-01    3.592910800439905e+02    1.260948170213863e+00    5.625386612147748e-01    6.847097102814690e-01   -3.290972369188765e-01    7.332457525785305e-05    9.348111803511236e-04    1.254098270855053e+00
    6.689243217696321e-01    3.635577254437068e+02    1.238113205199880e+00    5.557678526228664e-01    6.729260268997277e-01   -3.213861611101113e-01    3.027539903153402e-04    9.406552776220345e-04    1.233403542361237e+00
    6.767976825226434e-01    3.678368658992221e+02    1.215428096901357e+00    5.490920503709830e-01    6.613277643071805e-01   -3.136773074157402e-01    5.172748595406772e-04    9.441658317275402e-04    1.212923955789760e+00
    6.846934866936479e-01    3.721282042637253e+02    1.192857052849060e+00    5.425134437837398e-01    6.499045617240782e-01   -3.059691900810679e-01    7.058123939202935e-04    9.445377126245047e-04    1.192637529178439e+00
    6.926111859919195e-01    3.764314425433736e+02    1.170396487464292e+00    5.360293719593793e-01    6.386321349405010e-01   -2.982571271896683e-01    8.489142862564557e-04    9.405499315704142e-04    1.172528997182086e+00
    7.005502306063174e-01    3.807462819179847e+02    1.148044936216882e+00    5.296344952772072e-01    6.275058854044412e-01   -2.905294049413250e-01    9.243814873329126e-04    9.291098989404169e-04    1.152592658449265e+00
    7.085100692434654e-01    3.850724227617871e+02    1.125802238754918e+00    5.233262360620704e-01    6.165193432379823e-01   -2.827768713806290e-01    9.363639357009074e-04    9.107264934367949e-04    1.132823909027485e+00
    7.164901491660345e-01    3.894095646642269e+02    1.103672999875753e+00    5.171078550634617e-01    6.056507221464085e-01   -2.749970190581879e-01    9.223069319137888e-04    8.911384911179395e-04    1.113215788542811e+00
    7.244899162311251e-01    3.937574064508281e+02    1.081658701301055e+00    5.109858386312294e-01    5.948823251527221e-01   -2.671900311227912e-01    9.124201984239577e-04    8.758940390562230e-04    1.093763432542503e+00
    7.325088149287478e-01    3.981156462041064e+02    1.059782589659527e+00    5.049669875273274e-01    5.842168056123398e-01   -2.593588318569773e-01    9.138459651864456e-04    8.661354486395558e-04    1.074483191399597e+00
    7.405462884203970e-01    4.024839812845349e+02    1.038067116688909e+00    4.990594664910605e-01    5.736857847479544e-01   -2.515065498088453e-01    9.250331215979277e-04    8.567530076854376e-04    1.055406183963962e+00
    7.486017785777199e-01    4.068621083515592e+02    1.016529352597881e+00    4.932752434088424e-01    5.633199727998610e-01   -2.436355792592198e-01    9.523132293424415e-04    8.382461587268421e-04    1.036562284403292e+00
    7.566747260212722e-01    4.112497233846618e+02    9.952091915224317e-01    4.876296837050527e-01    5.531408722354628e-01   -2.357507410197273e-01    1.012610611628957e-03    8.023920802403746e-04    1.017989873731474e+00
    7.647645701593619e-01    4.156465217044737e+02    9.741680748081047e-01    4.821376342656418e-01    5.431753826127380e-01   -2.278559188151170e-01    1.112744549817958e-03    7.464635770827056e-04    9.997405458432422e-01
    7.728707492269781e-01    4.200521979939313e+02    9.534665461923377e-01    4.768100050690389e-01    5.334368458047299e-01   -2.199529380892807e-01    1.243393764861334e-03    6.764883040140962e-04    9.818566985330532e-01
    7.809927003247994e-01    4.244664463194778e+02    9.331308699452187e-01    4.716527053632070e-01    5.239305491873169e-01   -2.120401297453712e-01    1.390851270237232e-03    6.049129022621387e-04    9.643570622478712e-01
    7.891298594582827e-01    4.288889601523078e+02    9.131577135549798e-01    4.666675325664438e-01    5.146714128674938e-01   -2.041111427575664e-01    1.539146850827703e-03    5.437373653554419e-04    9.472483294944587e-01
    7.972816615768269e-01    4.333194323896527e+02    8.935576998208455e-01    4.618525057408298e-01    5.056776605238515e-01   -1.961631457874425e-01    1.677051178510042e-03    4.972256212174451e-04    9.305439330427634e-01
    8.054475406130110e-01    4.377575553761061e+02    8.743639946855888e-01    4.572033623800413e-01    4.969746362126324e-01   -1.882018144001374e-01    1.811480758988800e-03    4.626851236055174e-04    9.142709966391313e-01
    8.136269295219021e-01    4.422030209249878e+02    8.556044749165397e-01    4.527164154882874e-01    4.886093442231682e-01   -1.802353288683625e-01    1.961058004908200e-03    4.373830646497877e-04    8.984651173139977e-01
    8.218192603204307e-01    4.466555203397440e+02    8.373094848969759e-01    4.483904979672002e-01    4.806241091540469e-01   -1.722663653119585e-01    2.135820249615522e-03    4.256255888493057e-04    8.831620460091114e-01
    8.300239641268332e-01    4.511147444353843e+02    8.195333053067856e-01    4.442278836679359e-01    4.730200015602680e-01   -1.642953995247370e-01    2.335216826378901e-03    4.328157395535216e-04    8.683905952674948e-01
    8.382404712001545e-01    4.555803835599512e+02    8.023506834009485e-01    4.402339493556803e-01    4.657699441957261e-01   -1.563260952738093e-01    2.554890837138408e-03    4.539814250699623e-04    8.541772884761775e-01
    8.464682109798117e-01    4.600521276160225e+02    7.858246517770938e-01    4.364150989907101e-01    4.588478905565584e-01   -1.483586731533436e-01    2.782687511749426e-03    4.758830392910871e-04    8.405438206621813e-01
    8.547066121252138e-01    4.645296660822448e+02    7.700028614487386e-01    4.327768715778623e-01    4.522402154309422e-01   -1.403894770430677e-01    3.007877107521000e-03    4.852014124409584e-04    8.275099742287716e-01
    8.629551025554367e-01    4.690126880348967e+02    7.549221900815544e-01    4.293235847622890e-01    4.459474482215858e-01   -1.324152415634405e-01    3.220251376448810e-03    4.750126314169735e-04    8.150966115327147e-01
    8.712131094889483e-01    4.735008821694789e+02    7.405995921997505e-01    4.260590474183918e-01    4.399755008105067e-01   -1.244314544496793e-01    3.415077738814631e-03    4.464267606198904e-04    8.033170702143245e-01
    8.794800594833834e-01    4.779939368223320e+02    7.270320215694067e-01    4.229869649120211e-01    4.343274994978833e-01   -1.164354316914547e-01    3.595861270687574e-03    4.070931082033049e-04    7.921732429896555e-01
    8.877553784753636e-01    4.824915399922785e+02    7.142081326444359e-01    4.201102824145038e-01    4.290016842002218e-01   -1.084295370218571e-01    3.761019490311083e-03    3.652838052035686e-04    7.816600496295807e-01
    8.960384918203610e-01    4.869933793622884e+02    7.021326092949228e-01    4.174297407902724e-01    4.239978943681438e-01   -1.004193536170962e-01    3.909868458259643e-03    3.234913342993636e-04    7.717801222266695e-01
    9.043288243326016e-01    4.914991423211665e+02    6.908263115767022e-01    4.149456813025647e-01    4.193292147271236e-01   -9.240936042811974e-02    4.043117623812439e-03    2.821973561101991e-04    7.625506038031953e-01
    9.126258003250073e-01    4.960085159852606e+02    6.803173522417731e-01    4.126607609693634e-01    4.150121504298456e-01   -8.439823814172774e-02    4.158412538869835e-03    2.426702397452063e-04    7.539951318204910e-01
    9.209288436491710e-01    5.005211872201886e+02    6.706447063912464e-01    4.105790475457226e-01    4.110568022069269e-01   -7.638277479036364e-02    4.256642598986838e-03    2.038467176852161e-04    7.461402780719479e-01
    9.292373777353661e-01    5.050368426625823e+02    6.618470643627422e-01    4.087026512533966e-01    4.074742766060244e-01   -6.836006153146230e-02    4.337217909788868e-03    1.641489451320737e-04    7.390119961110816e-01
    9.375508256325826e-01    5.095551687418480e+02    6.539494537670133e-01    4.070301528463683e-01    4.042802238295563e-01   -6.032567783335156e-02    4.398345359959647e-03    1.239417410832432e-04    7.326299152214689e-01
    9.458686100485920e-01    5.140758517019406e+02    6.469829661695120e-01    4.055587673559315e-01    4.014837610174910e-01   -5.227867265297471e-02    4.440489223585694e-03    8.600849783767848e-05    7.270127472714674e-01
    9.541901533900348e-01    5.185985776231519e+02    6.409854431720042e-01    4.042871543558063e-01    3.990753783313434e-01   -4.422375946205877e-02    4.470493469788273e-03    5.453900308663740e-05    7.221739879295770e-01
    9.625148778025282e-01    5.231230324439082e+02    6.359681658218760e-01    4.032170104758474e-01    3.970380958260725e-01   -3.616979983820854e-02    4.498234752806530e-03    3.223568774904907e-05    7.181116360618980e-01
    9.708422052107941e-01    5.276489019825805e+02    6.319253862817086e-01    4.023527586281629e-01    3.953723592577371e-01   -2.812335832736203e-02    4.530165199055114e-03    1.912387536756735e-05    7.148252520838043e-01
    9.791715573587998e-01    5.321758719593000e+02    6.288644351264249e-01    4.016998174258755e-01    3.940957625175199e-01   -2.008432737816395e-02    4.564878284669795e-03    1.240504123160698e-05    7.123300075349102e-01
    9.875023558499134e-01    5.367036280177831e+02    6.268088914137050e-01    4.012624200582637e-01    3.932293800560866e-01   -1.204934756295837e-02    4.600034082035943e-03    7.850368761273016e-06    7.106503457640276e-01
    9.958340221870678e-01    5.412318557471598e+02    6.257784852678773e-01    4.010430398189070e-01    3.927902859394299e-01   -4.016184197107303e-03    4.626135327599037e-03    2.818994593749939e-06    7.098059055131071e-01
